Sample in Buffer,Sample in Window,TRIGGER,pcie/design_1_i/myip_0_slv_reg0[31:0],pcie/design_1_i/myip_0_slv_reg1[31:0],pcie/design_1_i/to_slv_reg2_0_1[31:0],pcie/design_1_i/to_slv_reg3_0_1[31:0],pcie/design_1_i/probe4_0_1[31:0]
682,682,0,00010009,00000001,00000000,00000150,00010001
683,683,0,00010009,00000001,00000000,00000150,00010001
684,684,0,00010009,00000001,00000000,00000150,00010001
685,685,0,00010009,00000001,00000000,00000150,00010001
686,686,0,00010009,00000001,00000000,00000150,00010001
687,687,0,00010009,00000001,00000000,00000150,00010001
688,688,0,00010009,00000001,00000000,00000150,00010001
689,689,0,00010009,00000001,00000000,00000150,00010001
690,690,0,00010009,00000001,00000000,00000150,00010001
691,691,0,00010009,00000001,00000000,00000150,00010001
692,692,0,00010009,00000001,00000000,00000150,00010001
693,693,0,00010009,00000001,00000000,00000150,00010001
694,694,0,00010009,00000001,00000000,00000150,00010001
695,695,0,00010009,00000001,00000000,00000150,00010001
696,696,0,00010009,00000001,00000000,00000150,00010001
697,697,0,00010009,00000001,00000000,00000150,00010001
698,698,0,00010009,00000001,00000000,00000150,00010001
699,699,0,00010009,00000001,00000000,00000150,00010001
700,700,0,00010009,00000001,00000000,00000150,00010001
701,701,0,00010009,00000001,00000000,00000150,00010001
702,702,0,00010009,00000001,00000000,00000150,00010001
703,703,0,00010009,00000001,00000000,00000150,00010001
704,704,0,00010009,00000001,00000000,00000150,00010001
705,705,0,00010009,00000001,00000000,00000150,00010001
706,706,0,00010009,00000001,00000000,00000150,00010001
707,707,0,00010009,00000001,00000000,00000150,00010001
708,708,0,00010009,00000001,00000000,00000150,00010001
709,709,0,00010009,00000001,00000000,00000150,00010001
710,710,0,00010009,00000001,00000000,00000150,00010001
711,711,0,00010009,00000001,00000000,00000150,00010001
712,712,0,00010009,00000001,00000000,00000150,00010001
713,713,0,00010009,00000001,00000000,00000150,00010001
714,714,0,00010009,00000001,00000000,00000150,00010001
715,715,0,00010009,00000001,00000000,00000150,00010001
716,716,0,00010009,00000001,00000000,00000150,00010001
717,717,0,00010009,00000001,00000000,00000150,00010001
718,718,0,00010009,00000001,00000000,00000150,00010001
719,719,0,00010009,00000001,00000000,00000150,00010001
720,720,0,00010009,00000001,00000000,00000150,00010001
721,721,0,00010009,00000001,00000000,00000150,00010001
722,722,0,00010009,00000001,00000000,00000150,00010001
723,723,0,00010009,00000001,00000000,00000150,00010001
724,724,0,00010009,00000001,00000000,00000150,00010001
725,725,0,00010009,00000001,00000000,00000150,00010001
726,726,0,00010009,00000001,00000000,00000150,00010001
727,727,0,00010009,00000001,00000000,00000150,00010001
728,728,0,00010009,00000001,00000000,00000150,00010001
729,729,0,00010009,00000001,00000000,00000150,00010001
730,730,0,00010009,00000001,00000000,00000150,00010001
731,731,0,00010009,00000001,00000000,00000150,00010001
732,732,0,00010009,00000001,00000000,00000150,00010001
733,733,0,00010009,00000001,00000000,00000150,00010001
734,734,0,00010009,00000001,00000000,00000150,00010001
735,735,0,00010009,00000001,00000000,00000150,00010001
736,736,0,00010009,00000001,00000000,00000150,00010001
737,737,0,00010009,00000001,00000000,00000150,00010001
738,738,0,00010009,00000001,00000000,00000150,00010001
739,739,0,00010009,00000001,00000000,00000150,00010001
740,740,0,00010009,00000001,00000000,00000150,00010001
741,741,0,00010009,00000001,00000000,00000150,00010001
742,742,0,00010009,00000001,00000000,00000150,00010001
743,743,0,00010009,00000001,00000000,00000150,00010001
744,744,0,00010009,00000001,00000000,00000150,00010001
745,745,0,00010009,00000001,00000000,00000150,00010001
746,746,0,00010009,00000001,00000000,00000150,00010001
747,747,0,00010009,00000001,00000000,00000150,00010001
748,748,0,00010009,00000001,00000000,00000150,00010001
749,749,0,00010009,00000001,00000000,00000150,00010001
750,750,0,00010009,00000001,00000000,00000150,00010001
751,751,0,00010009,00000001,00000000,00000150,00010001
752,752,0,00010009,00000001,00000000,00000150,00010001
753,753,0,00010009,00000001,00000000,00000150,00010001
754,754,0,00010009,00000001,00000000,00000150,00010001
755,755,0,00010009,00000001,00000000,00000150,00010001
756,756,0,00010009,00000001,00000000,00000150,00010001
757,757,0,00010009,00000001,00000000,00000150,00010001
758,758,0,00010009,00000001,00000000,00000150,00010001
759,759,0,00010009,00000001,00000000,00000150,00010001
760,760,0,00010009,00000001,00000000,00000150,00010001
761,761,0,00010009,00000001,00000000,00000150,00010001
762,762,0,00010009,00000001,00000000,00000150,00010001
763,763,0,00010009,00000001,00000000,00000150,00010001
764,764,0,00010009,00000001,00000000,00000150,00010001
765,765,0,00010009,00000001,00000000,00000150,00010001
766,766,0,00010009,00000001,00000000,00000150,00010001
767,767,0,00010009,00000001,00000000,00000150,00010001
768,768,0,00010009,00000001,00000000,00000150,00010001
769,769,0,00010009,00000001,00000000,00000150,00010001
770,770,0,00010009,00000001,00000000,00000150,00010001
771,771,0,00010009,00000001,00000000,00000150,00010001
772,772,0,00010009,00000001,00000000,00000150,00010001
773,773,0,00010009,00000001,00000000,00000150,00010001
774,774,0,00010009,00000001,00000000,00000150,00010001
775,775,0,00010009,00000001,00000000,00000150,00010001
776,776,0,00010009,00000001,00000000,00000150,00010001
777,777,0,00010009,00000001,00000000,00000150,00010001
778,778,0,00010009,00000001,00000000,00000150,00010001
779,779,0,00010009,00000001,00000000,00000150,00010001
780,780,0,00010009,00000001,00000000,00000150,00010001
781,781,0,00010009,00000001,00000000,00000150,00010001
782,782,0,00010009,00000001,00000000,00000150,00010001
783,783,0,00010009,00000001,00000000,00000150,00010001
784,784,0,00010009,00000001,00000000,00000150,00010001
785,785,0,00010009,00000001,00000000,00000150,00010001
786,786,0,00010009,00000001,00000000,00000150,00010001
787,787,0,00010009,00000001,00000000,00000150,00010001
788,788,0,00010009,00000001,00000000,00000150,00010001
789,789,0,00010009,00000001,00000000,00000150,00010001
790,790,0,00010009,00000001,00000000,00000150,00010001
791,791,0,00010009,00000001,00000000,00000150,00010001
792,792,0,00010009,00000001,00000000,00000150,00010001
793,793,0,00010009,00000001,00000000,00000150,00010001
794,794,0,00010009,00000001,00000000,00000150,00010001
795,795,0,00010009,00000001,00000000,00000150,00010001
796,796,0,00010009,00000001,00000000,00000150,00010001
797,797,0,00010009,00000001,00000000,00000150,00010001
798,798,0,00010009,00000001,00000000,00000150,00010001
799,799,0,00010009,00000001,00000000,00000150,00010001
800,800,0,00010009,00000001,00000000,00000150,00010001
801,801,0,00010009,00000001,00000000,00000150,00010001
802,802,0,00010009,00000001,00000000,00000150,00010001
803,803,0,00010009,00000001,00000000,00000150,00010001
804,804,0,00010009,00000001,00000000,00000150,00010001
805,805,0,00010009,00000001,00000000,00000150,00010001
806,806,0,00010009,00000001,00000000,00000150,00010001
807,807,0,00010009,00000001,00000000,00000150,00010001
808,808,0,00010009,00000001,00000000,00000150,00010001
809,809,0,00010009,00000001,00000000,00000150,00010001
810,810,0,00010009,00000001,00000000,00000150,00010001
811,811,0,00010009,00000001,00000000,00000150,00010001
812,812,0,00010009,00000001,00000000,00000150,00010001
813,813,0,00010009,00000001,00000000,00000150,00010001
814,814,0,00010009,00000001,00000000,00000150,00010001
815,815,0,00010009,00000001,00000000,00000150,00010001
816,816,0,00010009,00000001,00000000,00000150,00010001
817,817,0,00010009,00000001,00000000,00000150,00010001
818,818,0,00010009,00000001,00000000,00000150,00010001
819,819,0,00010009,00000001,00000000,00000150,00010001
820,820,0,00010009,00000001,00000000,00000150,00010001
821,821,0,00010009,00000001,00000000,00000150,00010001
822,822,0,00010009,00000001,00000000,00000150,00010001
823,823,0,00010009,00000001,00000000,00000150,00010001
824,824,0,00010009,00000001,00000000,00000150,00010001
825,825,0,00010009,00000001,00000000,00000150,00010001
826,826,0,00010009,00000001,00000000,00000150,00010001
827,827,0,00010009,00000001,00000000,00000150,00010001
828,828,0,00010009,00000001,00000000,00000150,00010001
829,829,0,00010009,00000001,00000000,00000150,00010001
830,830,0,00010009,00000001,00000000,00000150,00010001
831,831,0,00010009,00000001,00000000,00000150,00010001
832,832,0,00010009,00000001,00000000,00000150,00010001
833,833,0,00010009,00000001,00000000,00000150,00010001
834,834,0,00010009,00000001,00000000,00000150,00010001
835,835,0,00010009,00000001,00000000,00000150,00010001
836,836,0,00010009,00000001,00000000,00000150,00010001
837,837,0,00010009,00000001,00000000,00000150,00010001
838,838,0,00010009,00000001,00000000,00000150,00010001
839,839,0,00010009,00000001,00000000,00000150,00010001
840,840,0,00010009,00000001,00000000,00000150,00010001
841,841,0,00010009,00000001,00000000,00000150,00010001
842,842,0,00010009,00000001,00000000,00000150,00010001
843,843,0,00010009,00000001,00000000,00000150,00010001
844,844,0,00010009,00000001,00000000,00000150,00010001
845,845,0,00010009,00000001,00000000,00000150,00010001
846,846,0,00010009,00000001,00000000,00000150,00010001
847,847,0,00010009,00000001,00000000,00000150,00010001
848,848,0,00010009,00000001,00000000,00000150,00010001
849,849,0,00010009,00000001,00000000,00000150,00010001
850,850,0,00010009,00000001,00000000,00000150,00010001
851,851,0,00010009,00000001,00000000,00000150,00010001
852,852,0,00010009,00000001,00000000,00000150,00010001
853,853,0,00010009,00000001,00000000,00000150,00010001
854,854,0,00010009,00000001,00000000,00000150,00010001
855,855,0,00010009,00000001,00000000,00000150,00010001
856,856,0,00010009,00000001,00000000,00000150,00010001
857,857,0,00010009,00000001,00000000,00000150,00010001
858,858,0,00010009,00000001,00000000,00000150,00010001
859,859,0,00010009,00000001,00000000,00000150,00010001
860,860,0,00010009,00000001,00000000,00000150,00010001
861,861,0,00010009,00000001,00000000,00000150,00010001
862,862,0,00010009,00000001,00000000,00000150,00010001
863,863,0,00010009,00000001,00000000,00000150,00010001
864,864,0,00010009,00000001,00000000,00000150,00010001
865,865,0,00010009,00000001,00000000,00000150,00010001
866,866,0,00010009,00000001,00000000,00000150,00010001
867,867,0,00010009,00000001,00000000,00000150,00010001
868,868,0,00010009,00000001,00000000,00000150,00010001
869,869,0,00010009,00000001,00000000,00000150,00010001
870,870,0,00010009,00000001,00000000,00000150,00010001
871,871,0,00010009,00000001,00000000,00000150,00010001
872,872,0,00010009,00000001,00000000,00000150,00010001
873,873,0,00010009,00000001,00000000,00000150,00010001
874,874,0,00010009,00000001,00000000,00000150,00010001
875,875,0,00010009,00000001,00000000,00000150,00010001
876,876,0,00010009,00000001,00000000,00000150,00010001
877,877,0,00010009,00000001,00000000,00000150,00010001
878,878,0,00010009,00000001,00000000,00000150,00010001
879,879,0,00010009,00000001,00000000,00000150,00010001
880,880,0,00010009,00000001,00000000,00000150,00010001
881,881,0,00010009,00000001,00000000,00000150,00010001
882,882,0,00010009,00000001,00000000,00000150,00010001
883,883,0,00010009,00000001,00000000,00000150,00010001
884,884,0,00010009,00000001,00000000,00000150,00010001
885,885,0,00010009,00000001,00000000,00000150,00010001
886,886,0,00010009,00000001,00000000,00000150,00010001
887,887,0,00010009,00000001,00000000,00000150,00010001
888,888,0,00010009,00000001,00000000,00000150,00010001
889,889,0,00010009,00000001,00000000,00000150,00010001
890,890,0,00010009,00000001,00000000,00000150,00010001
891,891,0,00010009,00000001,00000000,00000150,00010001
892,892,0,00010009,00000001,00000000,00000150,00010001
893,893,0,00010009,00000001,00000000,00000150,00010001
894,894,0,00010009,00000001,00000000,00000150,00010001
895,895,0,00010009,00000001,00000000,00000150,00010001
896,896,0,00010009,00000001,00000000,00000150,00010001
897,897,0,00010009,00000001,00000000,00000150,00010001
898,898,0,00010009,00000001,00000000,00000150,00010001
899,899,0,00010009,00000001,00000000,00000150,00010001
900,900,0,00010009,00000001,00000000,00000150,00010001
901,901,0,00010009,00000001,00000000,00000150,00010001
902,902,0,00010009,00000001,00000000,00000150,00010001
903,903,0,00010009,00000001,00000000,00000150,00010001
904,904,0,00010009,00000001,00000000,00000150,00010001
905,905,0,00010009,00000001,00000000,00000150,00010001
906,906,0,00010009,00000001,00000000,00000150,00010001
907,907,0,00010009,00000001,00000000,00000150,00010001
908,908,0,00010009,00000001,00000000,00000150,00010001
909,909,0,00010009,00000001,00000000,00000150,00010001
910,910,0,00010009,00000001,00000000,00000150,00010001
911,911,0,00010009,00000001,00000000,00000150,00010001
912,912,0,00010009,00000001,00000000,00000150,00010001
913,913,0,00010009,00000001,00000000,00000150,00010001
914,914,0,00010009,00000001,00000000,00000150,00010001
915,915,0,00010009,00000001,00000000,00000150,00010001
916,916,0,00010009,00000001,00000000,00000150,00010001
917,917,0,00010009,00000001,00000000,00000150,00010001
918,918,0,00010009,00000001,00000000,00000150,00010001
919,919,0,00010009,00000001,00000000,00000150,00010001
920,920,0,00010009,00000001,00000000,00000150,00010001
921,921,0,00010009,00000001,00000000,00000150,00010001
922,922,0,00010009,00000001,00000000,00000150,00010001
923,923,0,00010009,00000001,00000000,00000150,00010001
924,924,0,00010009,00000001,00000000,00000150,00010001
925,925,0,00010009,00000001,00000000,00000150,00010001
926,926,0,00010009,00000001,00000000,00000150,00010001
927,927,0,00010009,00000001,00000000,00000150,00010001
928,928,0,00010009,00000001,00000000,00000150,00010001
929,929,0,00010009,00000001,00000000,00000150,00010001
930,930,0,00010009,00000001,00000000,00000150,00010001
931,931,0,00010009,00000001,00000000,00000150,00010001
932,932,0,00010009,00000001,00000000,00000150,00010001
933,933,0,00010009,00000001,00000000,00000150,00010001
934,934,0,00010009,00000001,00000000,00000150,00010001
935,935,0,00010009,00000001,00000000,00000150,00010001
936,936,0,00010009,00000001,00000000,00000150,00010001
937,937,0,00010009,00000001,00000000,00000150,00010001
938,938,0,00010009,00000001,00000000,00000150,00010001
939,939,0,00010009,00000001,00000000,00000150,00010001
940,940,0,00010009,00000001,00000000,00000150,00010001
941,941,0,00010009,00000001,00000000,00000150,00010001
942,942,0,00010009,00000001,00000000,00000150,00010001
943,943,0,00010009,00000001,00000000,00000150,00010001
944,944,0,00010009,00000001,00000000,00000150,00010001
945,945,0,00010009,00000001,00000000,00000150,00010001
946,946,0,00010009,00000001,00000000,00000150,00010001
947,947,0,00010009,00000001,00000000,00000150,00010001
948,948,0,00010009,00000001,00000000,00000150,00010001
949,949,0,00010009,00000001,00000000,00000150,00010001
950,950,0,00010009,00000001,00000000,00000150,00010001
951,951,0,00010009,00000001,00000000,00000150,00010001
952,952,0,00010009,00000001,00000000,00000150,00010001
953,953,0,00010009,00000001,00000000,00000150,00010001
954,954,0,00010009,00000001,00000000,00000150,00010001
955,955,0,00010009,00000001,00000000,00000150,00010001
956,956,0,00010009,00000001,00000000,00000150,00010001
957,957,0,00010009,00000001,00000000,00000150,00010001
958,958,0,00010009,00000001,00000000,00000150,00010001
959,959,0,00010009,00000001,00000000,00000150,00010001
960,960,0,00010009,00000001,00000000,00000150,00010001
961,961,0,00010009,00000001,00000000,00000150,00010001
962,962,0,00010009,00000001,00000000,00000150,00010001
963,963,0,00010009,00000001,00000000,00000150,00010001
964,964,0,00010009,00000001,00000000,00000150,00010001
965,965,0,00010009,00000001,00000000,00000150,00010001
966,966,0,00010009,00000001,00000000,00000150,00010001
967,967,0,00010009,00000001,00000000,00000150,00010001
968,968,0,00010009,00000001,00000000,00000150,00010001
969,969,0,00010009,00000001,00000000,00000150,00010001
970,970,0,00010009,00000001,00000000,00000150,00010001
971,971,0,00010009,00000001,00000000,00000150,00010001
972,972,0,00010009,00000001,00000000,00000150,00010001
973,973,0,00010009,00000001,00000000,00000150,00010001
974,974,0,00010009,00000001,00000000,00000150,00010001
975,975,0,00010009,00000001,00000000,00000150,00010001
976,976,0,00010009,00000001,00000000,00000150,00010001
977,977,0,00010009,00000001,00000000,00000150,00010001
978,978,0,00010009,00000001,00000000,00000150,00010001
979,979,0,00010009,00000001,00000000,00000150,00010001
980,980,0,00010009,00000001,00000000,00000150,00010001
981,981,0,00010009,00000001,00000000,00000150,00010001
982,982,0,00010009,00000001,00000000,00000150,00010001
983,983,0,00010009,00000001,00000000,00000150,00010001
984,984,0,00010009,00000001,00000000,00000150,00010001
985,985,0,00010009,00000001,00000000,00000150,00010001
986,986,0,00010009,00000001,00000000,00000150,00010001
987,987,0,00010009,00000001,00000000,00000150,00010001
988,988,0,00010009,00000001,00000000,00000150,00010001
989,989,0,00010009,00000001,00000000,00000150,00010001
990,990,0,00010009,00000001,00000000,00000150,00010001
991,991,0,00010009,00000001,00000000,00000150,00010001
992,992,0,00010009,00000001,00000000,00000150,00010001
993,993,0,00010009,00000001,00000000,00000150,00010001
994,994,0,00010009,00000001,00000000,00000150,00010001
995,995,0,00010009,00000001,00000000,00000150,00010001
996,996,0,00010009,00000001,00000000,00000150,00010001
997,997,0,00010009,00000001,00000000,00000150,00010001
998,998,0,00010009,00000001,00000000,00000150,00010001
999,999,0,00010009,00000001,00000000,00000150,00010001
1000,1000,0,00010009,00000001,00000000,00000150,00010001
1001,1001,0,00010009,00000001,00000000,00000150,00010001
1002,1002,0,00010009,00000001,00000000,00000150,00010001
1003,1003,0,00010009,00000001,00000000,00000150,00010001
1004,1004,0,00010009,00000001,00000000,00000150,00010001
1005,1005,0,00010009,00000001,00000000,00000150,00010001
1006,1006,0,00010009,00000001,00000000,00000150,00010001
1007,1007,0,00010009,00000001,00000000,00000150,00010001
1008,1008,0,00010009,00000001,00000000,00000150,00010001
1009,1009,0,00010009,00000001,00000000,00000150,00010001
1010,1010,0,00010009,00000001,00000000,00000150,00010001
1011,1011,0,00010009,00000001,00000000,00000150,00010001
1012,1012,0,00010009,00000001,00000000,00000150,00010001
1013,1013,0,00010009,00000001,00000000,00000150,00010001
1014,1014,0,00010009,00000001,00000000,00000150,00010001
1015,1015,0,00010009,00000001,00000000,00000150,00010001
1016,1016,0,00010009,00000001,00000000,00000150,00010001
1017,1017,0,00010009,00000001,00000000,00000150,00010001
1018,1018,0,00010009,00000001,00000000,00000150,00010001
1019,1019,0,00010009,00000001,00000000,00000150,00010001
1020,1020,0,00010009,00000001,00000000,00000150,00010001
1021,1021,0,00010009,00000001,00000000,00000150,00010001
1022,1022,0,00010009,00000001,00000000,00000150,00010001
1023,1023,0,00010009,00000001,00000000,00000150,00010001
